1,Bulbasaur,Bulbasaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.,https://img.pokemondb.net/artwork/bulbasaur.jpg,"[['Bulbasaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/bulbasaur.png'], ['Ivysaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/ivysaur.png'], ['Venusaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/venusaur.png']]","['National №', '001', 'Type', 'Grass Poison ', 'Species', 'Seed Pokémon', 'Height', '0.7\xa0m (2′04″)', 'Weight', '6.9\xa0kg (15.2\xa0lbs)', 'Abilities', '1. OvergrowChlorophyll (hidden ability)', 'Local №', ""001 (Red/Blue/Yellow)226 (Gold/Silver/Crystal)001 (FireRed/LeafGreen)231 (HeartGold/SoulSilver)080 (X/Y — Central Kalos)001 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '1 Special Attack ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '64', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Grass, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '45', '200', '294'], ['Attack', '49', '92', '216'], ['Defense', '49', '92', '216'], ['Sp. Atk', '65', '121', '251'], ['Sp. Def', '65', '121', '251'], ['Speed', '45', '85', '207']]"
2,Ivysaur,Ivysaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.,https://img.pokemondb.net/artwork/ivysaur.jpg,"[['Bulbasaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/bulbasaur.png'], ['Ivysaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/ivysaur.png'], ['Venusaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/venusaur.png']]","['National №', '002', 'Type', 'Grass Poison ', 'Species', 'Seed Pokémon', 'Height', '1.0\xa0m (3′03″)', 'Weight', '13.0\xa0kg (28.7\xa0lbs)', 'Abilities', '1. OvergrowChlorophyll (hidden ability)', 'Local №', ""002 (Red/Blue/Yellow)227 (Gold/Silver/Crystal)002 (FireRed/LeafGreen)232 (HeartGold/SoulSilver)081 (X/Y — Central Kalos)002 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '1 Special Attack, 1 Special Defense ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '142', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Grass, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '60', '230', '324'], ['Attack', '62', '116', '245'], ['Defense', '63', '117', '247'], ['Sp. Atk', '80', '148', '284'], ['Sp. Def', '80', '148', '284'], ['Speed', '60', '112', '240']]"
3,Venusaur,Venusaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.,https://img.pokemondb.net/artwork/venusaur.jpg,"[['Bulbasaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/bulbasaur.png'], ['Ivysaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/ivysaur.png'], ['Venusaur', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/venusaur.png']]","['National №', '003', 'Type', 'Grass Poison ', 'Species', 'Seed Pokémon', 'Height', '2.0\xa0m (6′07″)', 'Weight', '100.0\xa0kg (220.5\xa0lbs)', 'Abilities', '1. OvergrowChlorophyll (hidden ability)', 'Local №', ""003 (Red/Blue/Yellow)228 (Gold/Silver/Crystal)003 (FireRed/LeafGreen)233 (HeartGold/SoulSilver)082 (X/Y — Central Kalos)003 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '2 Special Attack, 1 Special Defense ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '236', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Grass, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '80', '270', '364'], ['Attack', '82', '152', '289'], ['Defense', '83', '153', '291'], ['Sp. Atk', '100', '184', '328'], ['Sp. Def', '100', '184', '328'], ['Speed', '80', '148', '284']]"
4,Charmander,Charmander is a Fire type Pokémon introduced in Generation 1. It is known as the Lizard Pokémon.,https://img.pokemondb.net/artwork/charmander.jpg,"[['Charmander', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmander.png'], ['Charmeleon', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmeleon.png'], ['Charizard', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charizard.png']]","['National №', '004', 'Type', 'Fire ', 'Species', 'Lizard Pokémon', 'Height', '0.6\xa0m (2′00″)', 'Weight', '8.5\xa0kg (18.7\xa0lbs)', 'Abilities', '1. BlazeSolar Power (hidden ability)', 'Local №', ""004 (Red/Blue/Yellow)229 (Gold/Silver/Crystal)004 (FireRed/LeafGreen)234 (HeartGold/SoulSilver)083 (X/Y — Central Kalos)004 (Let's Go Pikachu/Let's Go Eevee)378 (Sword/Shield)""]","['EV yield', '1 Speed ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '62', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Dragon, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[[' HP', '39', '188', '282'], ['Attack', '52', '98', '223'], ['Defense', '43', '81', '203'], ['Sp. Atk', '60', '112', '240'], ['Sp. Def', '50', '94', '218'], ['Speed', '65', '121', '251']]"
5,Charmeleon,Charmeleon is a Fire type Pokémon introduced in Generation 1. It is known as the Flame Pokémon.,https://img.pokemondb.net/artwork/charmeleon.jpg,"[['Charmander', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmander.png'], ['Charmeleon', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmeleon.png'], ['Charizard', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charizard.png']]","['National №', '005', 'Type', 'Fire ', 'Species', 'Flame Pokémon', 'Height', '1.1\xa0m (3′07″)', 'Weight', '19.0\xa0kg (41.9\xa0lbs)', 'Abilities', '1. BlazeSolar Power (hidden ability)', 'Local №', ""005 (Red/Blue/Yellow)230 (Gold/Silver/Crystal)005 (FireRed/LeafGreen)235 (HeartGold/SoulSilver)084 (X/Y — Central Kalos)005 (Let's Go Pikachu/Let's Go Eevee)379 (Sword/Shield)""]","['EV yield', '1 Special Attack, 1 Speed ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '142', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Dragon, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '58', '226', '320'], ['Attack', '64', '119', '249'], ['Defense', '58', '108', '236'], ['Sp. Atk', '80', '148', '284'], ['Sp. Def', '65', '121', '251'], ['Speed', '80', '148', '284']]"
6,Charizard,Charizard is a Fire/Flying type Pokémon introduced in Generation 1. It is known as the Flame Pokémon.,https://img.pokemondb.net/artwork/charizard.jpg,"[['Charmander', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmander.png'], ['Charmeleon', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charmeleon.png'], ['Charizard', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/charizard.png']]","['National №', '006', 'Type', 'Fire Flying ', 'Species', 'Flame Pokémon', 'Height', '1.7\xa0m (5′07″)', 'Weight', '90.5\xa0kg (199.5\xa0lbs)', 'Abilities', '1. BlazeSolar Power (hidden ability)', 'Local №', ""006 (Red/Blue/Yellow)231 (Gold/Silver/Crystal)006 (FireRed/LeafGreen)236 (HeartGold/SoulSilver)085 (X/Y — Central Kalos)006 (Let's Go Pikachu/Let's Go Eevee)380 (Sword/Shield)""]","['EV yield', '3 Special Attack ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '240', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Dragon, Monster ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[[' ', 'HP', '78', '266'], ['360', 'Attack', '84', '155'], ['293', 'Defense', '78', '144'], ['280', 'Sp. Atk', '109', '200'], ['348', 'Sp. Def', '85', '157'], ['295', 'Speed', '100', '184']]"
7,Squirtle,Squirtle is a Water type Pokémon introduced in Generation 1. It is known as the Tiny Turtle Pokémon.,https://img.pokemondb.net/artwork/squirtle.jpg,"[['Squirtle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/squirtle.png'], ['Wartortle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/wartortle.png'], ['Blastoise', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/blastoise.png']]","['National №', '007', 'Type', 'Water ', 'Species', 'Tiny Turtle Pokémon', 'Height', '0.5\xa0m (1′08″)', 'Weight', '9.0\xa0kg (19.8\xa0lbs)', 'Abilities', '1. TorrentRain Dish (hidden ability)', 'Local №', ""007 (Red/Blue/Yellow)232 (Gold/Silver/Crystal)007 (FireRed/LeafGreen)237 (HeartGold/SoulSilver)086 (X/Y — Central Kalos)007 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '1 Defense ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '63', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Monster, Water 1 ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '44', '198', '292'], ['Attack', '48', '90', '214'], ['Defense', '65', '121', '251'], ['Sp. Atk', '50', '94', '218'], ['Sp. Def', '64', '119', '249'], ['Speed', '43', '81', '203']]"
8,Wartortle,Wartortle is a Water type Pokémon introduced in Generation 1. It is known as the Turtle Pokémon.,https://img.pokemondb.net/artwork/wartortle.jpg,"[['Squirtle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/squirtle.png'], ['Wartortle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/wartortle.png'], ['Blastoise', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/blastoise.png']]","['National №', '008', 'Type', 'Water ', 'Species', 'Turtle Pokémon', 'Height', '1.0\xa0m (3′03″)', 'Weight', '22.5\xa0kg (49.6\xa0lbs)', 'Abilities', '1. TorrentRain Dish (hidden ability)', 'Local №', ""008 (Red/Blue/Yellow)233 (Gold/Silver/Crystal)008 (FireRed/LeafGreen)238 (HeartGold/SoulSilver)087 (X/Y — Central Kalos)008 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '1 Defense, 1 Special Defense ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '142', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Monster, Water 1 ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '59', '228', '322'], ['Attack', '63', '117', '247'], ['Defense', '80', '148', '284'], ['Sp. Atk', '65', '121', '251'], ['Sp. Def', '80', '148', '284'], ['Speed', '58', '108', '236']]"
9,Blastoise,Blastoise is a Water type Pokémon introduced in Generation 1. It is known as the Shellfish Pokémon.,https://img.pokemondb.net/artwork/blastoise.jpg,"[['Squirtle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/squirtle.png'], ['Wartortle', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/wartortle.png'], ['Blastoise', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/blastoise.png']]","['National №', '009', 'Type', 'Water ', 'Species', 'Shellfish Pokémon', 'Height', '1.6\xa0m (5′03″)', 'Weight', '85.5\xa0kg (188.5\xa0lbs)', 'Abilities', '1. TorrentRain Dish (hidden ability)', 'Local №', ""009 (Red/Blue/Yellow)234 (Gold/Silver/Crystal)009 (FireRed/LeafGreen)239 (HeartGold/SoulSilver)088 (X/Y — Central Kalos)009 (Let's Go Pikachu/Let's Go Eevee)""]","['EV yield', '3 Special Defense ', 'Catch rate', '45 (5.9% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '239', 'Growth Rate', 'Medium Slow']","['Egg Groups', 'Monster, Water 1 ', 'Gender', '87.5% male, 12.5% female ', 'Egg cycles', '20 (4,884–5,140 steps)']","[['HP', '79', '268', '362'], ['Attack', '83', '153', '291'], ['Defense', '100', '184', '328'], ['Sp. Atk', '85', '157', '295'], ['Sp. Def', '105', '193', '339'], ['Speed', '78', '144', '280']]"
10,Caterpie,Caterpie is a Bug type Pokémon introduced in Generation 1. It is known as the Worm Pokémon.,https://img.pokemondb.net/artwork/caterpie.jpg,"[['Caterpie', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/caterpie.png'], ['Metapod', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/metapod.png'], ['Butterfree', 'https://img.pokemondb.net/sprites/omega-ruby-alpha-sapphire/dex/normal/butterfree.png']]","['National №', '010', 'Type', 'Bug ', 'Species', 'Worm Pokémon', 'Height', '0.3\xa0m (1′00″)', 'Weight', '2.9\xa0kg (6.4\xa0lbs)', 'Abilities', '1. Shield DustRun Away (hidden ability)', 'Local №', ""010 (Red/Blue/Yellow)024 (Gold/Silver/Crystal)010 (FireRed/LeafGreen)024 (HeartGold/SoulSilver)023 (X/Y — Central Kalos)017 (Sun/Moon — Alola dex)017 (U.Sun/U.Moon — Alola dex)010 (Let's Go Pikachu/Let's Go Eevee)013 (Sword/Shield)""]","['EV yield', '1 HP ', 'Catch rate', '255 (33.3% with PokéBall, full HP)', 'Base Friendship', '70 (normal)', 'Base Exp.', '39', 'Growth Rate', 'Medium Fast']","['Egg Groups', 'Bug ', 'Gender', '50% male, 50% female ', 'Egg cycles', '15 (3,599–3,855 steps)']","[['HP', '45', '200', '294'], ['Attack', '30', '58', '174'], ['Defense', '35', '67', '185'], ['Sp. Atk', '20', '40', '152'], ['Sp. Def', '20', '40', '152'], ['Speed', '45', '85', '207']]"
